user,instance_id,displayed_text,frame:::Not Relevant to the U.S. Economy,"frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)",frame:::Other,"frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)","frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Personal (e.g., discusses household expenditures and personal debts)",macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Macroeconomy (e.g., GDP)",macro_indicator:::Retail Sales,macro_indicator:::Confidence,macro_indicator:::Currency Values,"macro_indicator:::Wages (e.g., minimum wage, average wage)","macro_indicator:::Housing (e.g., Start, Sales, Pricing)","macro_indicator:::Job Numbers (e.g., jobs, unemployment)",macro_indicator:::Other,"macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Interest Rates (e.g., Fed, Mortgage)","macro_indicator:::Energy Prices (eg., oil, gas)","macro_indicator:::Prices (e.g., CPI, PPI)",macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',"spin:::Negative (e.g., prices skyrocketed)",spin:::Not Relevant to the U.S. Economy,spin:::Unknown,"spin:::Neutral (e.g., GDP was worth X US dollars)","spin:::Positive (e.g., inflation dropped)",spin:::Not general type 'Macroeconomic / General Economic Conditions',"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)"," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions"
668ea0c518a4d78ff5007041,65854_0,"Now, no one is interested in reining in runaway spending It used to be that the Democratic Party was about economic growth, lower taxes and smaller government. Here’s what their platforms said starting with JFK: ""Our economy can and must grow at an average rate <span>of 5% annually</span>, almost twice as fast as our average annual rate since 1953. We shall expand the economy itself.""",,,,0,,,,,3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,88076_5,"“I think the FARC gave some ground when it became clear that too much intransigence would only empower the far right in Colombia,” said Isacson, a security analyst at the Washington Office on Latin America. “They were careful to bend the process, to get what they could, but not break it.” On Oct.<span> 2 the</span> government and the rebels will find out whether they found the right balance, or if their accord will die on arrival.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,81132_14,"On the side, he headed an environmental committee that wrote a mission statement for the company, expanded a small recycling program and helped to reduce packaging on some Green Mountain products. * JPMorgan, PNC Are Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Are Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * The Boss Wants to Make You More EfficientApril 29, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * Russian Missile Barrage Kills at Least 25 in UkraineApril 28, 2023,  But in 1996, in need of a challenge and a boost to his business skills, Mr. Dupee enrolled in a joint MBA/JD program at Georgetown University. ""Everyone at Green Mountain thought I'd take my law degree and work for the ACLU,"" he says.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,81132_20,"On the side, he headed an environmental committee that wrote a mission statement for the company, expanded a small recycling program and helped to reduce packaging on some Green Mountain products. * JPMorgan, PNC Are Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Are Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * The Boss Wants to Make You More EfficientApril 29, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * Russian Missile Barrage Kills at Least 25 in UkraineApril 28, 2023,  But in 1996, in need of a challenge and a boost to his business skills, Mr. Dupee enrolled in a joint MBA/JD program at Georgetown University. ""Everyone at Green Mountain thought I'd take my law degree and work for the ACLU,"" he says.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,60670_6,"The Jews of Syria began to leave in the early 1900s. The exodus accelerated before the founding of Israel <span>in 1948.</span> Today, Rabbi Hamra said, there are 17 Jews left in Damascus and probably none in Aleppo, making it Syria’s smallest known religious minority.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,88455_5,"Though still Asia’s financial capital, Hong Kong looks tinier and tinier when set against China’s ever-rising colossus. But those among its more <span>than 7 million</span> residents who believe in Hong Kong’s freedoms aren’t going down without a fight. The current standoff has revived the city’s civil society and pro-democracy movement.",,,5,,,,,,,,,,,,,,,,,,12,,,,,,4,,,,,,,,,,,,
668ea0c518a4d78ff5007041,13246_10,"More than 400,000 people worked tirelessly to put three astronauts Neil Armstrong, Buzz Aldrin and Michael Collins into space on a hot Florida day on July 16, 1969, for the most famous space exploration mission in history, Apollo 11. After touchdown on July 20, Armstrong would spend just slightly more <span>than 151 minutes</span> walking around on the Moon's surface, with Aldrin clocking in at 40 minutes less. For these men, July 16 was nothing short of extraordinary — and extraordinarily hectic.",,,5,,,,,,,,,,,,,,,,,,12,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,76649_15,"When will we stop trying to solve systemic economic problems for low- and middle-income families with relief money that is given only begrudgingly — and then only because the powers that be fear it will upset Wall Street if they don’t. My Post colleague Allan Sloan wrote at the end of last year, “I think that many of the problems in our country stem from the division between the kind of people who benefit from government policies that support financial markets and stock prices, and the people short on financial assets who are left on their own to try to make a decent living and provide for their families at a time when inflation-adjusted wages have been eroding.”  The Biden administration and many congressional Democrats want to increase the hourly minimum wage from a measly $7.25 to<span> $15 an</span> hour. It’s a popular proposal.",,,,,,,4,,,,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,60670_5,"Syrians of different faiths believed saying a prayer in the cave would bless a new business venture and safeguard their health, Rabbi Hamra said. In the early 20th century, an <span>estimated 25,000 Jews</span> lived in Syria, split between Damascus and Aleppo, according to Abraham Marcus, a professor of Middle Eastern history at the University of Texas at Austin. The Jews of Syria began to leave in the early 1900s.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,38734_6,"Inflation is running at its fastest pace since the early 1990s in the United States, and prices have picked up in Europe and across many other advanced economies as booming consumer demand runs into sharply constrained supply. In the eurozone, annual inflation jumped <span>to 4.9 percent</span>, according to data released Tuesday, the highest since records began in 1997. Global factory shutdowns, clogged ports and unusual shipping patterns have driven shortages in couches, cars and computer chips.",,,,0,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,60670_0,"A Syrian Muslim Sought Help From Israel and American Jews  Updated Dec.<span> 1,</span> 2014 10:33 pm ET  Maj. Avichay Adraee, an Israeli army spokesman, was taken aback when he received a message from a mysterious man writing from the heart of Syria’s bloody civil war. The man, a Sunni Muslim who created a Facebook page called “Jobar Synagogue,” said he was on a mission to preserve his town’s crown jewel, a centuries-old religious site venerated by the three major religions.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,70818_6,"In October, the United Nations concluded world governments must halve emissions over the next 12 years or risk catastrophic warming with $54 trillion in damage. The historic wildfire that <span>left 63 dead</span> and 631 missing in Northern California this month, in what was once the Golden State’s rainy season, offers a glimpse of that future, Sanders warned. Search and rescue workers search for human remains at a trailer park burned by the Camp Fire in Northern California.",,,5,,,,,,,,,,,,,,,,,,12,,,,,,4,,,,,,,,,,,,
668ea0c518a4d78ff5007041,10975_7,"Personal savings as a share of disposable income popped during the crisis, and while the share has come down toward normal levels, it remains slightly elevated at 9.4 percent, compared with about 8 percent just before the pandemic. The combination of factors seems to have created a perfect storm that pushed the Consumer Price Index measure of rent up 0.5 percent just between August and September, the fastest pace in <span>about 20 years</span>. That’s a concern for the Fed, because housing prices tend to move slowly and once they go up, they tend to stay up for a while.",,,5,,,,,,,,,,,,,,,,,,12,,,,,,4,,,,,,,,,,,,
668ea0c518a4d78ff5007041,93473_1,"The day of meetings began at 9 a.m. when Trump met with Ryan and RNC Chairman Reince Priebus, after which he met with the full House GOP leadership team. Shortly <span>after 10 a</span>.m., Priebus tweeted out that the meeting was “great.” “They had very good chemistry between the two of them,” he said later on CNN. “It was positive and it was give and take.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
668ea0c518a4d78ff5007041,93473_4,"This has been a major concern for Republicans in Washington, who fear that Trump’s antagonistic statements – he labeled Mexicans who come across the border as “rapists” the day he launched his campaign a year ago – will drive Hispanic voters deeper into the Democratic column and make it impossible to win a national campaign. “I’ll be glad to share with you my experience and observations, because obviously that’s an important part of the voters <span>in 2016,</span>” Cornyn said he told Trump, noting that he won a majority of Latino voters in Texas during his 2014 re-election contest. Additionally, the Senate leaders talked brass tacks about their campaigns ahead and agreed that in some cases Republicans are going to run away from Trump and his proposals.",6,,,,,,,13,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
